字典属性,商品属性,相似性,商品属性所在短句,短句积极性,短句消极性,置信度,情感类别
性价比,免费,0.624,免费的景点,0.996998,0.00300172,0.99333,2
性价比,玩,0.633,春天去玩过,0.994996,0.00500356,0.988881,2
性价比,性价比,1.0,性价比,0.998039,0.00196075,0.995643,2
环境和景观,自然景观,0.612,自然景观非常漂亮,0.999718,0.000282165,0.999373,2
环境和景观,人文景观,0.612,很喜欢这里的人文景观和自然风光,0.999549,0.000451113,0.998998,2
环境和景观,环境,0.621,环境很好,0.998906,0.00109376,0.997569,2
性价比,趣味性,0.726,趣味性强,0.998274,0.001726,0.996164,2
环境和景观,文化底蕴,0.619,确实很有文化底蕴,0.999242,0.000757487,0.998317,2
性价比,感受到,0.6,可以感受到南京的历史气息,0.99981,0.000190206,0.999577,2
文化和历史价值,历史,0.647,历史悠久的秦淮河夫子庙,0.999353,0.000647151,0.998562,2
文化和历史价值,历史,0.647,可以感受到南京的历史气息,0.99981,0.000190206,0.999577,2
性价比,性价比,1.0,性价比高,0.999885,0.000115398,0.999744,2
性价比,性价比,1.0,性价比,0.998039,0.00196075,0.995643,2
性价比,性价比,1.0,性价比超高,0.999914,8.5547e-05,0.99981,2
性价比,性价比,1.0,性价比,0.998039,0.00196075,0.995643,2
性价比,性价比,1.0,性价比超高,0.999914,8.5547e-05,0.99981,2
设施和服务,服务,0.622,服务很好,0.992007,0.00799272,0.982238,2
性价比,免费,0.624,免费的旅游景点,0.993835,0.00616482,0.9863,2
设施和服务,设施,0.621,设施齐全环境宜人,0.998414,0.00158583,0.996476,2
环境和景观,环境,0.621,设施齐全环境宜人,0.998414,0.00158583,0.996476,2
环境和景观,环境,0.621,环境不错交通便利,0.992084,0.00791594,0.982409,2
环境和景观,环境,0.621,设施齐全环境宜人,0.998414,0.00158583,0.996476,2
环境和景观,环境,0.621,环境不错交通便利,0.992084,0.00791594,0.982409,2
设施和服务,服务,0.622,服务热情性价比很高,0.99917,0.000830356,0.998155,2
性价比,性价比,1.0,服务热情性价比很高,0.99917,0.000830354,0.998155,2
性价比,价格,0.724,价格很便宜的,0.951874,0.0481261,0.893053,2
性价比,价格,0.724,绢扇也可以就是价格偏高一点,0.850449,0.149551,0.667664,2
性价比,便宜,0.689,价格很便宜的,0.951874,0.0481261,0.893053,2
性价比,价格,0.724,价格很便宜的,0.951874,0.0481261,0.893053,2
性价比,价格,0.724,绢扇也可以就是价格偏高一点,0.850449,0.149551,0.667664,2
环境和景观,环境,0.621,不错的环境,0.996565,0.00343468,0.992367,2
性价比,性价比,1.0,性价比,0.998039,0.00196075,0.995643,2
文化和历史价值,休闲,0.558,是休闲娱乐,0.990629,0.00937129,0.979175,2
文化和历史价值,娱乐,0.567,是休闲娱乐,0.990629,0.00937129,0.979175,2
性价比,免费,0.624,免费景点,0.994221,0.00577943,0.987157,2
性价比,免费,0.624,定点还有免费讲解,0.995214,0.00478623,0.989364,2
性价比,免费,0.624,免费景点,0.994221,0.00577943,0.987157,2
性价比,免费,0.624,定点还有免费讲解,0.995214,0.00478623,0.989364,2
文化和历史价值,历史,0.647,有历史的地方,0.991093,0.00890718,0.980206,2
设施和服务,设施,0.621,设施齐全舒适宜人,0.998723,0.00127736,0.997162,2
环境和景观,环境,0.621,环境不错交通便利,0.992084,0.00791595,0.982409,2
设施和服务,服务,0.622,服务热情性价比很高,0.99917,0.000830354,0.998155,2
性价比,性价比,1.0,服务热情性价比很高,0.99917,0.000830356,0.998155,2
环境和景观,夜景,0.619,夜景很美很值得一看,0.999973,2.67128e-05,0.999941,2
环境和景观,环境,0.621,环境不错,0.989503,0.0104973,0.976673,2
性价比,性价比,1.0,性价比,0.998039,0.00196075,0.995643,2
性价比,免费,0.624,免费景点,0.994221,0.00577943,0.987157,2
设施和服务,设施,0.621,设施齐全交通便利,0.998931,0.00106931,0.997624,2
环境和景观,环境,0.621,环境舒适干净卫生,0.995125,0.00487534,0.989166,2
环境和景观,卫生,0.62,环境舒适干净卫生,0.995125,0.00487534,0.989166,2
设施和服务,服务,0.622,服务热情性价比很高,0.99917,0.000830354,0.998155,2
性价比,性价比,1.0,服务热情性价比很高,0.99917,0.000830354,0.998155,2
文化和历史价值,公园,0.555,夫子庙像个大公园,0.834269,0.165731,0.63171,2
环境和景观,夜景,0.619,秦淮河夜景真的是一绝,0.999635,0.000365086,0.999189,2
性价比,玩玩,0.634,推荐大家去玩玩,0.999069,0.000930527,0.997932,2
性价比,感受到,0.6,让人感受到历史和美景,0.999588,0.000412188,0.999084,2
文化和历史价值,历史,0.647,让人感受到历史和美景,0.999588,0.000412188,0.999084,2
性价比,性价比,1.0,性价比,0.998039,0.00196075,0.995643,2
性价比,性价比,1.0,性价比,0.998039,0.00196075,0.995643,2
文化和历史价值,商业,0.556,商业气氛挺浓的,0.937864,0.062136,0.86192,2
设施和服务,商品,0.89,不过商品也挺丰富,0.933184,0.0668158,0.851521,2
性价比,性价比,1.0,性价比,0.998039,0.00196075,0.995643,2
环境和景观,夜景,0.619,"夜景
",0.996696,0.00330424,0.992657,2
环境和景观,夜景,0.619,因为秦淮两岸夜景必须要画舫游船才可以看到,0.971211,0.0287892,0.936024,2
环境和景观,夜景,0.619,"夜景
",0.996696,0.00330424,0.992657,2
环境和景观,夜景,0.619,因为秦淮两岸夜景必须要画舫游船才可以看到,0.971211,0.0287892,0.936024,2
性价比,逛性,0.617,可逛性更高,0.993462,0.00653783,0.985472,2
设施和服务,住宿,0.623,"推荐住宿：
推荐游客们都住在夫子庙附近",0.973739,0.0262611,0.941642,2
性价比,玩儿,0.627,也不需要特意留时间过来玩儿,0.99335,0.00664967,0.985223,2
性价比,玩儿,0.627,有时间就来玩儿,0.998732,0.00126838,0.997181,2
性价比,玩儿,0.627,不玩儿的话,0.547731,0.452269,0.0453782,1
性价比,玩儿,0.627,有时间就来玩儿,0.998732,0.00126838,0.997181,2
性价比,玩儿,0.627,不玩儿的话,0.547731,0.452269,0.0453782,1
性价比,玩,0.633,有时间就来玩儿,0.998732,0.00126838,0.997181,2
性价比,玩,0.633,不玩儿的话,0.547731,0.452269,0.0453782,1
性价比,玩,0.633,你不仅可以玩,0.993419,0.00658063,0.985376,2
性价比,性价比,1.0,性价比,0.998039,0.00196075,0.995643,2
性价比,性价比,1.0,难得有这么性价比高的,0.999946,5.38805e-05,0.99988,2
性价比,性价比,1.0,性价比,0.998039,0.00196075,0.995643,2
性价比,性价比,1.0,难得有这么性价比高的,0.999946,5.38805e-05,0.99988,2
性价比,价格,0.724,东西不错价格也实惠,0.997639,0.00236055,0.994754,2
性价比,实惠,0.954,东西不错价格也实惠,0.997639,0.00236055,0.994754,2
文化和历史价值,历史,0.647,当然也会有历史沧桑感,0.999821,0.00017857,0.999603,2
性价比,感受,0.66,坐上游船去感受十里秦淮的魅力,0.999209,0.000791138,0.998242,2
性价比,票价,0.677,夜晚票价,0.937311,0.0626886,0.860692,2
文化和历史价值,公园,0.555,途径白鹭洲公园一七彩水街一东水关一中华门一泮池码头,0.797934,0.202066,0.550964,2
性价比,用市,0.607,它是中国四大用市之一与上海城隍庙,0.98746,0.0125395,0.972134,2
环境和景观,夜景,0.619,这里的夜景很美的,0.999615,0.00038514,0.999144,2
环境和景观,地标,0.618,南京最经典的一个地标性的地点很喜欢,0.999859,0.000140987,0.999687,2
性价比,性,0.692,南京最经典的一个地标性的地点很喜欢,0.999859,0.000140987,0.999687,2
环境和景观,夜景,0.619,夫子庙附近的夜景是非常非常漂亮的,0.998765,0.00123465,0.997256,2
性价比,物价,0.669,物价不低,0.027789,0.972211,0.938247,0
性价比,感受,0.66,最大的感受11,0.987104,0.012896,0.971342,2
环境和景观,地标,0.618,南京著名地标之一的夫子庙,0.998298,0.00170221,0.996217,2
环境和景观,环境,0.621,这里的环境非常棒,0.999753,0.000247376,0.99945,2
性价比,性价比,1.0,性价比,0.998039,0.00196075,0.995643,2
性价比,性价比,1.0,性价比不错,0.999882,0.00011803,0.999738,2
性价比,性价比,1.0,性价比,0.998039,0.00196075,0.995643,2
性价比,性价比,1.0,性价比不错,0.999882,0.00011803,0.999738,2
文化和历史价值,休闲,0.558,休闲逛街的好地方,0.999714,0.00028596,0.999364,2
性价比,接地气,0.584,整修后整洁但少了点故世的接地气,0.788607,0.211393,0.530238,2
环境和景观,夜景,0.619,夜景很美,0.999893,0.000106615,0.999763,2
性价比,性价比,1.0,性价比,0.998039,0.00196075,0.995643,2
环境和景观,地标,0.618,南京的地标,0.990359,0.00964101,0.978576,2
文化和历史价值,历史,0.647,历史名城,0.996105,0.00389487,0.991345,2
文化和历史价值,历史,0.647,历史名胜,0.999304,0.00069556,0.998454,2
文化和历史价值,历史,0.647,历史古迹,0.997316,0.00268381,0.994036,2
文化和历史价值,历史,0.647,历史名城,0.996105,0.00389487,0.991345,2
文化和历史价值,历史,0.647,历史名胜,0.999304,0.00069556,0.998454,2
文化和历史价值,历史,0.647,历史古迹,0.997316,0.00268381,0.994036,2
环境和景观,名胜,0.615,历史名胜,0.999304,0.00069556,0.998454,2
文化和历史价值,历史,0.647,历史名城,0.996105,0.00389487,0.991345,2
文化和历史价值,历史,0.647,历史名胜,0.999304,0.00069556,0.998454,2
文化和历史价值,历史,0.647,历史古迹,0.997316,0.00268381,0.994036,2
环境和景观,古迹,0.61,历史古迹,0.997316,0.00268381,0.994036,2
环境和景观,名胜古迹,0.614,但名胜古迹很多,0.96611,0.0338904,0.924688,2
性价比,性价比,1.0,性价比,0.998039,0.00196075,0.995643,2
性价比,性价比,1.0,性价比超高,0.999914,8.5547e-05,0.99981,2
性价比,标志性,0.65,这里是南京标志性景点,0.99474,0.00526046,0.98831,2
性价比,游玩,0.614,游玩需要半天时间,0.961045,0.0389548,0.913434,2
性价比,玩玩,0.634,很想去那里去玩玩,0.999782,0.000217853,0.999516,2
环境和景观,环境,0.621,环境很好,0.998906,0.00109377,0.997569,2
性价比,游玩,0.614,适合带孩子一同前往游玩,0.999528,0.000472477,0.99895,2
性价比,感受,0.66,感受人文,0.998936,0.00106366,0.997636,2
环境和景观,人文,0.611,感受人文,0.998936,0.00106366,0.997636,2
性价比,玩,0.633,过几天就要去这里玩了,0.999517,0.000483401,0.998926,2
性价比,玩,0.633,期待着这次去玩,0.999542,0.000458432,0.998981,2
性价比,玩,0.633,过几天就要去这里玩了,0.999517,0.000483401,0.998926,2
性价比,玩,0.633,期待着这次去玩,0.999542,0.000458432,0.998981,2
性价比,游玩,0.614,酷暑难耐怎么办？南京火炉一样去夫子庙游玩才是最爽呀,0.939077,0.0609225,0.864617,2
性价比,性价比,1.0,性价比,0.998039,0.00196075,0.995643,2
性价比,性价比,1.0,性价比很高,0.99989,0.000110221,0.999755,2
性价比,性价比,1.0,性价比,0.998039,0.00196075,0.995643,2
性价比,性价比,1.0,性价比很高,0.99989,0.000110221,0.999755,2
环境和景观,环境优美,0.622,环境优美,0.999537,0.00046279,0.998972,2
设施和服务,消费,0.62,消费门槛低,0.485027,0.514973,0.700549,1
文化和历史价值,历史,0.647,有历史的感觉,0.996028,0.00397171,0.991174,2
性价比,评价,0.682,不愧评价这么高,0.999748,0.000252296,0.999439,2
性价比,游玩,0.614,位于江苏南京的一个老牌的旅游景点可以坐船游玩很不错,0.997553,0.0024473,0.994562,2
性价比,性价比,1.0,性价比,0.998039,0.00196075,0.995643,2
环境和景观,地标,0.618,南京地标景点,0.99222,0.00777948,0.982712,2
性价比,性价比,1.0,性价比较高,0.999714,0.000286219,0.999364,2
性价比,性价比,1.0,性价比,0.998039,0.00196075,0.995643,2
环境和景观,夜景,0.619,夜景特别迷人,0.999866,0.000134326,0.999701,2
性价比,性价比,1.0,性价比,0.998039,0.00196075,0.995643,2
性价比,感受到,0.6,可以感受到古时候的秦淮繁华景象,0.999296,0.000704477,0.998435,2
环境和景观,夜景,0.619,欣赏秦淮河的夜景,0.999691,0.000309199,0.999313,2
环境和景观,夜景,0.619,夫子庙的夜景,0.99423,0.0057703,0.987177,2
环境和景观,夜景,0.619,欣赏秦淮河的夜景,0.999691,0.000309199,0.999313,2
环境和景观,夜景,0.619,夫子庙的夜景,0.99423,0.0057703,0.987177,2
文化和历史价值,历史,0.647,我听着就有历史文化的韵味呢,0.999597,0.000403478,0.999103,2
性价比,性价比,1.0,性价比,0.998039,0.00196075,0.995643,2
文化和历史价值,历史,0.647,重温历史,0.999437,0.000562758,0.998749,2
环境和景观,夜景,0.619,夜景比较好看,0.991221,0.00877867,0.980492,2
性价比,性价比,1.0,性价比,0.998039,0.00196075,0.995643,2
性价比,价格,0.724,价格不便宜,0.227568,0.772432,0.494294,0
性价比,便宜,0.689,价格不便宜,0.227568,0.772432,0.494294,0
性价比,深玩,0.609,值得深玩哦,0.999584,0.000415743,0.999076,2
性价比,性价比,1.0,性价比,0.998039,0.00196075,0.995643,2
环境和景观,夜景,0.619,夫子庙秦淮河的夜景真的很美,0.999891,0.000108993,0.999758,2
性价比,性价比,1.0,性价比,0.998039,0.00196075,0.995643,2
环境和景观,地标,0.618,南京市鼓楼区地标建筑,0.990976,0.00902443,0.979946,2
性价比,代表性,0.577,夫子庙秦淮风光带是南京最具代表性的城市特色之一,0.999508,0.000492365,0.998906,2
环境和景观,环境,0.621,环境优雅,0.998861,0.00113866,0.99747,2
环境和景观,夜景,0.619,夜景挺好,0.996747,0.0032526,0.992772,2
文化和历史价值,历史,0.647,便有一阵历史文化风韵迎面吹来,0.991284,0.0087161,0.980631,2
文化和历史价值,历史,0.647,历史上众多文人雅士在这里吟诗作对,0.983911,0.0160894,0.964246,2
文化和历史价值,历史,0.647,便有一阵历史文化风韵迎面吹来,0.991284,0.0087161,0.980631,2
文化和历史价值,历史,0.647,历史上众多文人雅士在这里吟诗作对,0.983911,0.0160894,0.964246,2
环境和景观,夜景,0.619,夜景很漂亮,0.999927,7.31473e-05,0.999837,2
性价比,免费,0.624,南京免费景点,0.989647,0.0103534,0.976992,2
环境和景观,景观,0.615,夫子庙秦淮河风光带是南京最重要的城市景观之一,0.999719,0.000280567,0.999377,2
性价比,性价比,1.0,性价比,0.998039,0.00196075,0.995643,2
环境和景观,名胜,0.615,南京城南名胜旅游点,0.885468,0.114532,0.745485,2
性价比,玩玩,0.634,去南京我一定要去这里玩玩,0.999682,0.000317604,0.999294,2
性价比,性价比,1.0,性价比,0.998039,0.00196075,0.995643,2
环境和景观,环境,0.621,环境整体不错,0.991906,0.00809432,0.982013,2
设施和服务,设施,0.621,设施齐全,0.999283,0.00071722,0.998406,2
性价比,物美价廉,0.589,非常物美价廉的地方,0.999837,0.000163125,0.999637,2
环境和景观,水质,0.626,近年水质改善了些,0.504716,0.495284,0.905684,1
文化和历史价值,历史,0.647,南京夫子庙秦淮风光带确实非常有历史特色值得一游,0.996809,0.00319085,0.992909,2
性价比,来玩来,0.628,这个地方真的适合各种人群来玩来体验呀,0.991407,0.00859307,0.980904,2
性价比,性价比,1.0,性价比,0.998039,0.00196075,0.995643,2
性价比,性价比,1.0,性价比,0.998039,0.00196075,0.995643,2
环境和景观,名胜古迹,0.614,挺好的名胜古迹,0.999206,0.000794344,0.998235,2
文化和历史价值,历史,0.647,有历史有传承,0.998313,0.00168674,0.996252,2
文化和历史价值,历史,0.647,"了解到不少历史知识和文化知识
",0.998263,0.00173709,0.99614,2
文化和历史价值,历史,0.647,有历史有传承,0.998313,0.00168674,0.996252,2
文化和历史价值,历史,0.647,"了解到不少历史知识和文化知识
",0.998263,0.00173709,0.99614,2
性价比,性价比,1.0,性价比,0.998039,0.00196075,0.995643,2
性价比,性价比,1.0,性价比,0.998039,0.00196075,0.995643,2
文化和历史价值,历史,0.647,历史文化街区,0.994416,0.00558444,0.98759,2
性价比,感受,0.66,感受江南风情,0.999017,0.00098297,0.997816,2
性价比,免费,0.624,免费旅游人文景点,0.995009,0.00499082,0.988909,2
环境和景观,人文,0.611,免费旅游人文景点,0.995009,0.00499082,0.988909,2
文化和历史价值,商业,0.556,可惜现在搞的太商业,0.319276,0.680724,0.290498,0
环境和景观,环境优美,0.622,环境优美,0.999537,0.00046279,0.998972,2
环境和景观,夜景,0.619,夜景很美,0.999893,0.000106615,0.999763,2
性价比,性价比,1.0,性价比,0.998039,0.00196075,0.995643,2
文化和历史价值,历史,0.647,夫子庙秦淮河历史文化名城,0.994969,0.00503097,0.98882,2
性价比,性价比,1.0,性价比,0.998039,0.00196075,0.995643,2
性价比,性价比,1.0,性价比,0.998039,0.00196075,0.995643,2
性价比,性价比,1.0,性价比,0.998039,0.00196075,0.995643,2
性价比,性价比,1.0,性价比,0.998039,0.00196075,0.995643,2
性价比,性价比,1.0,性价比,0.998039,0.00196075,0.995643,2
环境和景观,环境,0.621,挺不错的环境,0.997049,0.00295127,0.993442,2
性价比,性,0.692,性也很强,0.999825,0.000174536,0.999612,2
性价比,性价比,1.0,性价比,0.998039,0.00196075,0.995643,2
性价比,性价比,1.0,性价比,0.998039,0.00196075,0.995643,2
环境和景观,夜景,0.619,尤其是夜景更美,0.999304,0.000696272,0.998453,2
设施和服务,服务,0.622,人工服务挺好的,0.974893,0.0251074,0.944206,2
文化和历史价值,历史,0.647,历史名城南京的标志性景点,0.995427,0.00457262,0.989839,2
性价比,标志性,0.65,历史名城南京的标志性景点,0.995427,0.00457262,0.989839,2
文化和历史价值,历史,0.647,夫子庙和老门东都很有历史,0.998819,0.00118124,0.997375,2
环境和景观,环境,0.621,喜欢的环境,0.998561,0.00143874,0.996803,2
性价比,性价比,1.0,性价比,0.998039,0.00196075,0.995643,2
性价比,游玩,0.614,非常适合傍晚去游玩,0.999833,0.000167164,0.999629,2
环境和景观,因素,0.62,抛去吃的因素,0.82277,0.17723,0.606156,2
性价比,游玩,0.614,单纯去游玩,0.954784,0.0452164,0.899519,2
性价比,性价比,1.0,性价比很高,0.99989,0.000110221,0.999755,2
环境和景观,环境,0.621,环境很好,0.998906,0.00109376,0.997569,2
环境和景观,环境优美,0.622,环境优美,0.999537,0.00046279,0.998972,2
文化和历史价值,历史,0.647,有历史有人文,0.990765,0.00923511,0.979478,2
环境和景观,人文,0.611,有历史有人文,0.990765,0.00923511,0.979478,2
环境和景观,地标,0.618,很喜欢这个地标性的位置真心的不错喜欢到家了,0.999941,5.92284e-05,0.999868,2
性价比,性,0.692,很喜欢这个地标性的位置真心的不错喜欢到家了,0.999941,5.92283e-05,0.999868,2
性价比,性价比,1.0,性价比,0.998039,0.00196075,0.995643,2
环境和景观,人文,0.611,人文与景色完美结合,0.997928,0.00207252,0.995395,2
文化和历史价值,商业,0.556,商业气息浓厚,0.945965,0.0540347,0.879923,2
性价比,性价比,1.0,性价比很高,0.99989,0.000110221,0.999755,2
性价比,性价比,1.0,性价比超级高,0.999918,8.1543e-05,0.999819,2
环境和景观,周围环境,0.622,夫子庙周围环境很好,0.995144,0.00485608,0.989209,2
文化和历史价值,休闲,0.558,休闲好去处,0.9999,9.95687e-05,0.999779,2
性价比,游玩,0.614,可以好好逛逛游玩,0.997534,0.00246621,0.994519,2
环境和景观,夜景,0.619,夜景必看,0.999584,0.000415863,0.999076,2
性价比,玩累,0.607,玩累了,0.962681,0.0373191,0.917069,2
环境和景观,环境优美,0.622,环境优美,0.999537,0.00046279,0.998972,2
环境和景观,人文,0.611,很有人文历史底蕴,0.999877,0.000123345,0.999726,2
文化和历史价值,历史,0.647,很有人文历史底蕴,0.999877,0.000123345,0.999726,2
性价比,玩,0.633,最好是晚上去玩,0.995351,0.00464938,0.989668,2
性价比,性价比,1.0,性价比,0.998039,0.00196075,0.995643,2
性价比,游玩,0.614,来南京游玩必去的地方,0.999705,0.000295211,0.999344,2
文化和历史价值,历史,0.647,历史的沉淀,0.999641,0.000358965,0.999202,2
性价比,玩,0.633,去玩去耍去疯,0.916871,0.0831292,0.815269,2
环境和景观,古迹,0.61,有些古迹,0.895477,0.104523,0.767727,2
环境和景观,人文,0.611,人文故事很多,0.991101,0.00889879,0.980225,2
性价比,性价比,1.0,性价比,0.998039,0.00196075,0.995643,2
环境和景观,环境,0.621,优美的环境,0.997463,0.00253709,0.994362,2
文化和历史价值,公园,0.555,东起东水关公园,0.965314,0.0346864,0.922919,2
文化和历史价值,公园,0.555,西至西水关公园,0.894214,0.105786,0.76492,2
文化和历史价值,公园,0.555,东起东水关公园,0.965314,0.0346864,0.922919,2
文化和历史价值,公园,0.555,西至西水关公园,0.894214,0.105786,0.76492,2
性价比,性价比,1.0,性价比,0.998039,0.00196075,0.995643,2
环境和景观,夜景,0.619,夜景美,0.999827,0.000172711,0.999616,2
文化和历史价值,历史,0.647,很有历史意义,0.999843,0.000157294,0.99965,2
性价比,玩玩,0.634,适合全家来玩玩,0.999297,0.000703357,0.998437,2
文化和历史价值,历史,0.647,百年历史,0.999094,0.000906196,0.997986,2
环境和景观,夜景,0.619,看夜景很美,0.999927,7.32443e-05,0.999837,2
性价比,性价比,1.0,性价比,0.998039,0.00196075,0.995643,2
性价比,游玩,0.614,推荐游玩的好去处,0.999657,0.000343106,0.999238,2
性价比,性价比,1.0,性价比,0.998039,0.00196075,0.995643,2
环境和景观,文化底蕴,0.619,很有文化底蕴,0.999765,0.000235472,0.999477,2
环境和景观,夜景,0.619,夫子庙周边的夜景很漂亮,0.998267,0.00173346,0.996148,2
文化和历史价值,历史,0.647,历史文化底蕴很厚重环境优美词汇表达不出来,0.998851,0.00114883,0.997447,2
环境和景观,文化底蕴,0.619,历史文化底蕴很厚重环境优美词汇表达不出来,0.998851,0.00114883,0.997447,2
环境和景观,环境优美,0.622,历史文化底蕴很厚重环境优美词汇表达不出来,0.998851,0.00114883,0.997447,2
文化和历史价值,商业,0.556,商业气息比较浓厚,0.778879,0.221121,0.508619,2
文化和历史价值,历史,0.647,历史人文气息有点不足,0.00909257,0.990907,0.979794,0
环境和景观,人文,0.611,历史人文气息有点不足,0.00909257,0.990907,0.979794,0
环境和景观,夜景,0.619,夜景真的超美,0.999914,8.63558e-05,0.999808,2
环境和景观,人文,0.611,人文与自然风光结合,0.997877,0.00212318,0.995282,2
环境和景观,夜景,0.619,晚上正好看夜景,0.998381,0.00161849,0.996403,2
环境和景观,景观,0.615,景观漂亮美丽,0.999881,0.000118627,0.999736,2
环境和景观,夜景,0.619,夜景更好,0.995723,0.00427657,0.990497,2
文化和历史价值,休闲,0.558,本地挺不错的一家旅游休闲好去处好好好好好,0.999095,0.000905385,0.997988,2
性价比,玩,0.633,来玩的人很多,0.985147,0.0148529,0.966994,2
性价比,品质,0.633,秦淮河能体现南京的品质,0.998973,0.00102742,0.997717,2
文化和历史价值,历史,0.647,江南曾经历史的繁华之地,0.99976,0.00023977,0.999467,2
性价比,价格便宜,0.601,价格便宜的,0.98601,0.0139901,0.968911,2
设施和服务,服务态度,0.621,服务态度很好的,0.99129,0.00871004,0.980644,2
性价比,服务态度,0.573,服务态度很好的,0.99129,0.00871005,0.980644,2
性价比,玩玩,0.634,有机会要再去玩玩,0.999831,0.000168764,0.999625,2
文化和历史价值,历史,0.647,也为秦淮河增添了一份历史的人文情怀,0.9998,0.000200342,0.999555,2
环境和景观,人文,0.611,也为秦淮河增添了一份历史的人文情怀,0.9998,0.000200342,0.999555,2
环境和景观,夜景,0.619,一个就是河边夜景了,0.943811,0.056189,0.875136,2
性价比,有用,0.653,希望对大家有用,0.496561,0.503439,0.931211,1
文化和历史价值,历史,0.647,在这里不仅能看到古都南京的历史建筑,0.997693,0.00230699,0.994873,2
性价比,感受,0.66,从不同视角感受河畔风土人情,0.993765,0.00623526,0.986144,2
性价比,无比,0.621,无比辉煌,0.99839,0.00160969,0.996423,2
性价比,游玩,0.614,夜晚游玩夫子庙的游客特别多,0.986972,0.0130278,0.971049,2
性价比,半价,0.638,所以需买1张半价儿童票,0.907807,0.0921929,0.795127,2
性价比,成功,0.623,王獻之的一生成功,0.999722,0.000278261,0.999382,2
环境和景观,夜景,0.619,河旁夜景美不胜收,0.998122,0.00187832,0.995826,2
环境和景观,地标,0.618,这是南京的一个地标,0.966547,0.033453,0.92566,2
文化和历史价值,公园,0.555,东水关遗址和白鹭洲公园这些景点和夫子庙景区相隔颇近,0.928068,0.071932,0.840151,2
环境和景观,名胜,0.615,南京的名胜虽也壮阔,0.999184,0.000815941,0.998187,2
性价比,费用,0.671,费用在15元左右,0.800841,0.199159,0.557425,2
性价比,科技,0.863,南京市政府又把现代的一些科技,0.372695,0.627305,0.17179,0
性价比,用以,0.61,文化等用以秦淮河之上,0.992367,0.00763307,0.983038,2
性价比,价格,0.724,价格也不同,0.980017,0.0199835,0.955592,2
性价比,感受到,0.6,可以全身心的感受到十里秦淮的那种风韵魅力,0.999893,0.000106921,0.999762,2
性价比,实惠,0.954,实惠又安静,0.999663,0.000337325,0.99925,2
环境和景观,卫生,0.62,店内卫生也干净,0.992795,0.00720494,0.983989,2
环境和景观,夜景,0.619,夜景真的很漂亮,0.999877,0.000122916,0.999727,2
环境和景观,夜景,0.619,晚上欣赏了夜景后,0.990418,0.00958248,0.978706,2
环境和景观,夜景,0.619,夜景真的很漂亮,0.999877,0.000122916,0.999727,2
环境和景观,夜景,0.619,晚上欣赏了夜景后,0.990418,0.00958248,0.978706,2
性价比,游玩,0.614,第二天再去其他景点游玩,0.987331,0.0126687,0.971847,2
性价比,玩,0.633,有时间可以去玩一玩,0.995835,0.00416501,0.990744,2
环境和景观,夜景,0.619,夜景很漂亮,0.999927,7.31473e-05,0.999837,2
性价比,代表性,0.577,这里的景色恨有六朝古都建筑代表性,0.987824,0.0121761,0.972942,2
性价比,性价比,1.0,性价比,0.998039,0.00196075,0.995643,2
性价比,感受,0.66,感受秦淮风情,0.999628,0.000371721,0.999174,2
文化和历史价值,历史,0.647,历史文化遗产,0.999792,0.000207668,0.999539,2
设施和服务,设施,0.621,设施完善,0.995036,0.00496427,0.988968,2
环境和景观,夜景,0.619,夜景更是灿烂,0.999239,0.000760652,0.99831,2
环境和景观,环境,0.621,环境不错,0.989503,0.0104973,0.976673,2
性价比,游玩,0.614,南京游玩的必要打卡处,0.987182,0.0128184,0.971515,2
性价比,性价比,1.0,性价比,0.998039,0.00196075,0.995643,2
性价比,标志性,0.65,南京标志性风景区,0.99474,0.00525968,0.988312,2
性价比,游玩,0.614,值得没去过的同学游玩下,0.967019,0.0329813,0.926708,2
环境和景观,夜景,0.619,尤其是夜景,0.991055,0.00894471,0.980123,2
文化和历史价值,历史,0.647,是中国历史上有名的历史名城,0.994816,0.00518411,0.98848,2
文化和历史价值,历史,0.647,是中国历史上有名的历史名城,0.994816,0.00518411,0.98848,2
环境和景观,景观带,0.62,南京六朝古都最著名的景观带,0.999721,0.000279207,0.99938,2
性价比,游玩,0.614,晚上秦淮河游玩挺不错的,0.999324,0.000675708,0.998498,2
环境和景观,夜景,0.619,坐船游秦淮河看两岸夜景,0.999261,0.000739157,0.998357,2
文化和历史价值,历史,0.647,夫子庙历史的记忆,0.999708,0.000291799,0.999352,2
环境和景观,夜景,0.619,秦淮河夜景非常美丽,0.999956,4.42862e-05,0.999901,2
性价比,性价比,1.0,性价比,0.998039,0.00196075,0.995643,2
性价比,性价比,1.0,性价比,0.998039,0.00196075,0.995643,2
环境和景观,夜景,0.619,夜景很好看,0.999974,2.63732e-05,0.999941,2
文化和历史价值,历史,0.647,太有历史了,0.102884,0.897116,0.771369,0
环境和景观,卫生,0.62,干净卫生整洁有序的服务周到认真,0.998782,0.00121842,0.997292,2
环境和景观,夜景,0.619,夜景很美,0.999893,0.000106615,0.999763,2
环境和景观,地标,0.618,夫子庙是南京的地标,0.982567,0.0174327,0.961261,2
性价比,性价比,1.0,性价比,0.998039,0.00196075,0.995643,2
性价比,性价比,1.0,性价比,0.998039,0.00196075,0.995643,2
文化和历史价值,商业,0.556,商业气氛有点重,0.0167934,0.983207,0.962681,0
