用户名,时间,内容,星级,点赞,,,
seng,2023-09-2614:59," 太大了，我们逛钟山风景区，直接忽略灵谷寺，从中山陵为起点，由上而下的参观，最后去明孝陵，时间充足的话可以进入后直接走到陵前，然后再坐观光车去看梅花鹿，再从3号门直接出来坐地铁回。冬天去的话若到赏梅期，估计明孝陵别有一番景色。   		   ",5,0, , , 
匿名用户,2023-09-2612:52," 住这附近的人应该很幸福吧，每天饭后来消食都能看到这些美景，也可以挑选人少的时候进景区游览，想想都是很舒适的生活 就在门外逛了逛，湖里的荷花基本都谢了，零星开着几朵很有意境。燕雀湖真是四季有四季的风景，再过一段时间水杉林变色，又该到了打卡的时间了。   		   ",5,0, , , 
匿名用户,2023-09-2610:19," 里面的风景超棒！早上去逛逛，空气很好，走一走散散步，感觉整个人都好起来了，人也很多，服务人员也很有礼貌，很热情，里面还有各种风景区，拍照超超超出片的！ 梅花山那边的小路，巨多种类的梅花，开的也很好看，巨适合拍照   		   ",4.5,0, , , 
Victoriaaaaa,2023-09-2519:47," 地方超级大，耐心逛的话可能需要4-6h，如果走马观花一点可能也要3h。我是上午八点半到的，一直逛到了12点半，还有一些没逛的地方。不像明十三陵一样有地宫，只剩了陵墓的楼，以及一些断壁残垣，除此之外还有孙权的博物馆，可以看看   		   ",5,0, , , 
哇塞女孩,2023-09-2514:44," 明孝陵也很不错值得去看看里面也非常的大慢悠悠的逛也能走一天走到里面还会有免费的拍照留作纪念小小的照片钥匙扣是免费的大照片是要花钱的不过都是自愿的也不是很贵。如果花钱做游览车还有人员讲解沿途的风景去了不后悔系列！   		   ",4,0, , , 
丑橘,2023-09-2513:11," 明孝陵位于江苏省南京市玄武区紫金山南麓独龙阜玩珠峰下，东毗中山陵，南临梅花山，位于钟山风景名胜区内，是明太祖朱元璋与其皇后的合葬陵寝。因皇后马氏谥号“孝慈高皇后”，又因奉行孝治天下，故名“孝陵”。其占地面积达170余万平方米，是中国规模最大的帝王陵寝之一。   		   ",5,0, , , 
麻辣小肥鸡,2023-09-2512:40,虽说门票有点贵75，但值得一去，各种神兽文武官守卫着，穿过重重门卡，阴阳门一过就是最后一道门了，下面安葬着朱元璋和马皇后的陵墓。,4.5,0, , , 
Annita小怪兽,2023-09-2511:51,景区还是很大的从中山林迁往明孝陵需要花10块钱坐小车，但是真的很累，要走很长的路，然后可以爬到城墙上参观一下历史古迹，然后就下来了，如果是秋高气爽的天气来散散步还不错，大夏天来玩这个真的挺无聊的,3,1, , , 
不要扯_3416,2023-09-2511:09,6点半到的，人很少，慢慢逛，你懂的,5,0, , , 
在雄关古道晒太阳的巧克力,2023-09-2420:35," 喜欢明史就要身临其境感受其背景 明孝陵，朱元璋的陵寝。明代第一座前方后圆规制的陵寝，开启了明清六百年帝陵制度的先河。孝陵因山为陵，利用紫金山独龙阜的天然山体，凿山为穴，作为孝陵地宫。也是明代帝陵唯一一座因山为陵的陵墓。   		   ",5,0, , , 
水护士,2023-09-2417:13,雨天的中山陵别有景色，虽然梧桐大道上的树叶还没有变黄，依然挡不住络绎不绝的人们拍照打卡。明孝陵景区不大，还是值得参观的。,4.5,0, , , 
星月牧云,2023-09-2409:52," 一直是钟山风景区内我最钟爱的景点，两条石象路，梅花山和现在新有的小鹿.和@Y_316351体验了VR探秘，有趣但有一点点恐怖.第一次走到野泳胜地紫霞湖边.碑林有不少景区工作人员在休息.可惜去到鹿苑时有点晚了，下次再和@Y_316351一起来看看   		   ",4.5,1, , , 
大海噢耶,2023-09-2407:53,挺值得一去的，喜欢历史的人在南京必逛。,4,0, , , 
飞天老鼠,2023-09-2400:55," 明孝陵处于山清水秀的环境之中，周围山势跌宕起伏，山环水绕，人文与自然景观浑然天成。陵园规模宏大，格局严谨。神道由东向西北延伸，两旁依次排列着狮子、獬豸、骆驼、象、麒麟、马；石望柱之后是东西相对而立的翁仲，有武将、文臣各2对，共8尊，高各为3.18米，石人石兽的体型都很巨大，是明代石刻的艺术珍品。   		   ",5,0, , , 
beibei_an,"2023-09-23
??更新于2023-09-2712:06"," 手机里一直舍不得删的照片，是某年在钟山风景区明孝陵附近随手拍下的一组。  前三张照片真正感觉到了韦应物诗《滁州西涧》里——心中有景，笔下有情，胸中有墨，口中有诗  “独怜幽草涧边生，上有黄鹂深树鸣。 春潮带雨晚来急，野渡无人舟自横。”  的感觉。   		   ",5,0, , , 
匿名用户,2023-09-2317:18," 在一切变好之前，我们总要经历一些不开心的日子，这段日子也许很长，也许只是一觉醒来，所以耐心点，给好运一点时间。放弃很容易，但你最终会一无所得。坚持更难，但你最后一定会有所收获。头等舱可以优先登机，银行vip可以不用排队，演唱会最贵的位置也最好，世界从不平等，你有多努力，就有多特殊。   		   ",5,0, , , 
小琳子天堂,2023-09-2207:38," 明孝陵是朱元璋和马皇后的所在地，景区内面积大，可步行参观，也可购买本园区内景交车，门票建议购买钟山风景区套票，100包含中山陵，美龄居，音乐台及明孝陵哈，周末人很多，进去后能感受到红墙砖瓦下的皇家肃严。   		   ",4.5,0, , , 
爱瞎逛的瓶子,2023-09-2116:38,可因为我时间太紧，只能在观光车上看了看最美六百米的孝陵石兽步道。相信我，来南京一定要慢下来，单是孝陵就最少用半天才能深刻体会帝王陵墓之美。,5,0, , , 
灿烂W一生,2023-09-2022:00,6.30之前5号门进入可免门票，慢慢逛真的蛮不错的里面很大很宏伟，回来路上看到两只感觉像野猪的动物也不敢过去拍照,5,0, , , 
匿名用户,2023-09-2014:33," 大金门—四方城—石像路—神道望柱—翁仲路—棂星门—金水桥—文武方门—碑殿—享殿—方城明楼—宝顶—梅花山—东吴大帝孙权纪念馆 明孝陵是中国最大的帝王陵寝之一，是明朝开国皇帝朱元璋与马皇后的陵寝，明孝陵虽遭战火破坏和自然侵损，但仍能看到原址的柱基，可想当时建筑规模的宏大。   		   ",5,1, , , 
tutu,2023-09-2010:50," 南京著名景点，到了秋季景色非常优美。落叶知秋，非常适合一家人来旅游。同时也有着浓厚的历史文化气息，有许多历史景点。门票价格也不贵，非常不错。有许多古树，空气清新。还有许多明代历史遗迹，非常值得一来   		   ",5,0, , , 
kkkdy,2023-09-1909:21,景区里面很大，适合散步遛弯，去游玩的话建议租车。,4,1, , , 
trf1102,2023-09-1818:53,从小到大很喜欢的一个景点，石像路秋天景色很美，来南京一定要去的地方。,5,1, , , 
Monica1226_,2023-09-1814:53," 从明孝陵5号门进去 经过大金门—四方城（明太祖功勋石刻）—网红天桥，拍照很出片—买票进门—神兽神道—文臣武将神道 再往后走视野开阔，建议走走停停找个适度的节奏，走到明楼脚下拍拍照不要大声喧哗，一整个暴汗，值得再去！   		   ",5,0, , , 
美达利亚女王,2023-09-1812:22,"腿走断！！！观光车也很少，六点就结束了
啥也没看到，就光走路了，呵呵",2,0, , , 
匿名用户,2023-09-1811:54,到达景区后再购买门票很方便呀，就是节假日很人多、自驾停车不方便,5,0, , , 
一只小海鸥,2023-09-1720:35," 来玩之前我做了足足得功课。专门研究了朱元璋得相关历史，就怕来到这里啥也不懂！我们四个人驱车来到这里，然后我想说，准备的啥也没用上，眼前就是一座宏伟的建筑，被朱元璋得气魄震撼到了，沿着笔直的大道走上正宫，无处不显示着帝王得气度！周围的樱花桃花都开了，空气中都弥漫着阵阵芳香！帝王之墓，自古以来都是庄严的，来这里我更多的是来认知历史，学习古人得智慧与气魄！很不错的选择   		   ",5,0, , , 
renuo,2023-09-1720:28,"很久没去了，
下着雨很大依然很美
到处都是石蒜花超级美的",5,0, , , 
yoomin,2023-09-1717:08,天气很好，院区有点大，希望大家可以早点去，我是先去的灵谷寺在去的明孝陵，4点左右才进去的大部分都是看看了就走了，想要慢慢看的人建议提早来。,4.5,1, , , 
ESophie,2023-09-1715:00,"1??3??5??
还好买了观光车走到腿麻",5,0, , , 
匿名用户,2023-09-1713:01," 来了几次南京已经纠结要不要来明孝陵逛逛，看评论大家都说挺费体力的，最终还是因为中国人的来都来了就来了。根据大家的推荐从5号门进来的，在去5号门的路上会路过园陵路，路上的法国梧桐夏天拍照也挺出片的。PS：就是这段路是不可以骑共享单车进入的，里面也没有可以停车的地方，所以路口就好多出租电瓶车的当地人。其实也不算远，走走玩玩也就二十多分钟吧，验票进去之后就是石象路了，对历史记忆不深刻大概就是看了看就往里走了。走完石象路大概也就花了30分钟，感觉并不累，就没休息一直往里逛，最里面就是宝顶，逛完就出来坐车去3号门了。整个过程也就两个小时不到吧，3号门长生鹿苑在装修没看到鹿，梅花也没到季节，就是一个到此一游。   		   ",4.5,0, , , 
蘑菇小豆dd,2023-09-1620:44," 看了各种攻略，6:30前免费这条最吸引人。 5:30起床，5:45打车，快车基本打不到，最后一辆3公里外的??接了单。Tip1清晨提前约车 6:15到了明孝陵5号门，顺着小路一直走，路过朱棣修的功德碑，之后才真正入园。Tip2过了碑进了闸机才算70元门票到账 一路走走走，草坪适合拍照，红墙很美。各种建筑得提前简单攻略。Tip3没有基础知识真心看不懂，一定提前学习 出来1号门就可以，翁仲那条路拐弯处，门口有一些公共自行车可以延路骑行，很惬意。Tip4共享单车需要碰运气 总结：值得一去   		   ",5,0, , , 
一颗小番薯,2023-09-1618:56," 去了挺多古建筑，也去了很多大墓 今天来到朱元璋的墓 感觉真的很宏伟也很大 而且有一些古建筑保护的也还可以 不过不得不说咱们还是挺会在他老人家坟头搞事的 比如在有他和他老婆的牌位，前面卖周边 这边游览路线推荐大家从1号门进 然后去做32块钱一个人的车，车里面会有讲解 自己走进去大概看一下，当然也有一些电子讲解20块钱，想要听的话手机二维码扫一下 到最里面的话，有一个城楼有一个vr 整体还可以体验比较新奇 但是感觉60到80一个人性价比一般 再出来的话可以坐车去中山陵和美龄宫，不过我们去的比较晚，他们5:00就结束了，所以我没去 然后可以做一个车是5:30下班的坐到3号门 然后出去 如果只逛这一个景点就不要买套票 如果买了套票没逛完的话，第二天还可以逛一个套票可以逛两天   		   ",4,0, , , 
哇哦,2023-09-1617:51," 里面还是值得一逛的，特别针对没有看过本地旅游景点的，树荫很多，也不热，春天的时候有梅花，樱花盛开，拍照打卡跟出片，几个人组个小队伍一起游玩很嗨皮，里面临近的著名景点也不错，而且都是走几步就可以到了，整体感觉不错，以后还会来的   		   ",5,0, , , 
主打一个真实,2023-09-1613:30,优雅怡景，文化源远流长，值得一来,4.5,0, , , 
春天的云,2023-09-1612:15,非常好，景区很大，钟灵毓秀，雾气仙气淼淼,5,0, , , 
猪猪猪猪一只猪,2023-09-1609:20,"感受历史
很难想象图五是上供的贡品，很现代
很可惜没看到梅花开放的样子，等开放再来一次",4.5,1, , , 
就这样,2023-09-1521:56,不知道怎么说虽然见识到了历史的一面但是累是真的累一路下来感觉脚已经废了,4,0, , , 
triple_X,2023-09-1521:24,"历史底蕴深厚的地方，故去的帝王葬于地下，现代的人们行走在树下群山间。
推荐秋天来，看满山黄遍，层林尽染",5,0, , , 
