用户名,时间,内容,星级,点赞,,,
prologue,2023-10-3116:15," 买的100的联票，我是先从灵谷寺景区进反着走的，可能因为早，基本没人音乐台的话，看群鸽飞要看运气，我等了一个多小时，基本就是三三两两的在飞，不知道是不是因为都喂的太胖了。。最挤的是美龄宫，可能因为室内场地小，人挤人的感觉体验感不是特别好，中山陵明孝陵占地面积大，逛起来就还好，整体来说，整个景区太大了，大家要来的话，做好要走一天的准备吧   		   ",4.5,0, , , 
匿名用户,2023-10-3115:44," 交通： 早上打车回去的但是由于要逛梧桐大道，就在下面路口下车了，然后从梧桐大道慢慢逛慢慢往上走 不想走的可以做景区小火车，我们是自己走上去然后下来的时候坐的小火车，已经实在走不动了 梧桐大道很美，很出片不过我的照片加了滤镜 音乐台去的时候人还挺多的，不过我们去的晚了，到哪里的时候鸽子估计都吃饱了，飞不动了，等了有半个小时没有等到就走了，有一点小遗憾 明孝陵博物馆也去了 时间有限只逛了一部分如果时间充足的话可以好好逛一逛   		   ",4.5,0, , , 
猫小咪Vanessa,2023-10-3022:15,预约的套票，奈何体力不支，只逛了明孝陵和美龄宫，其他的就主动放弃了，真的是费脚，费腿，回去预约了足疗，保证第二天继续暴走。,5,1, , , 
红枣泥腌火腿肠,2023-10-3013:33," 千万不要急于买那个30的通票，此景区管理完全是一坨大便，这个观光车通票在坑钱又坑人上确实是牛得一骑绝尘。明明写着车到六点，结果5点出头就不让人上了，空车从面前过都不让人上，理由是检票的提前下班了?晾着一大群人在那里等很久，话也不说清楚，明明还在运营时间内却不让上车，这是否严重侵犯消费者权益？给客服打电话不接，申诉驳回，我说你们真是下jian得没边了。买的是30元无限次，实际上只坐了两次，第三次是因为景区“提前下班”没坐成，但景区方面却不给任何反馈和退费。晾着那么多人一脸懵地等那么久都不让上，最后只能打车还打不到，要不就只能走很多路去地铁站，对于同行的老人来说真的是很大的折磨，此景区没底线也没良心。   		   ",0.5,0, , , 
徐,2023-10-3000:34,特别好看，也特别出片，很哇塞，走进去的，出来黑天了没有车,5,0, , , 
酒红色鼻子的淡蓝色豺狼,2023-10-2917:53,陵园路很漂亮，非常值得打卡，最美梧桐大道！,5,1, , , 
一只小气仔,2023-10-2914:48," 景区很大！中山陵、美龄宫、音乐台、紫金山探险公园都在一个大的风景区里，如果要玩几个景区真的建议买个全天通用的接驳车票！ 这次和朋友去了音乐台，很不错，可以坐着休息放松，看看鸽群，也可以喂鸽子吃东西，但是一定要买景区的鸽食，不要自己乱喂吃的以免鸽子吃坏。   		   ",5,0, , , 
匿名用户,2023-10-2912:56,30块不限次晚饭观光车，一定一定不要买全票，不然就早上一定要出发，国庆期间人太多，根本逛不完，不过风景区真的好多树，中午很凉爽,5,0, , , 
sgldragon,2023-10-2911:33," 交通: 交通便利，各种可以游玩的路线，我们是从苜蓿园地铁开始玩，直接买30块的观光车，可以去各个景点，但是人太多，哪里都要排队。  特色体验: 风景非常好，爬山徒步也不会很累，商业发达，根本不用带什么，里面什么都有。  tips: 人超级多，景点一天玩有点累，买套票可以玩两天，如果有时间徒步比观光车更好。   		   ",5,0, , , 
ynm,2023-10-2911:01,人文风景古迹综合最佳的景区，江浙沪最棒没有之一。,5,0, , , 
MUsGarden,2023-10-2910:31,入口处的梧桐大道要亲眼看过才知道有多震撼。,4,2, , , 
吃不胖的胖子,2023-10-2822:22," 推荐理由： 不愧是那句“一句梧桐美种满南京城”超浪漫?? 下午晚一点日落照下来，那个感觉真是超赞 一下我都想来南京生活了  交通： 交通就不用说了，建议大家还是选择公共交通工具，出地铁有租电动车得，不建议大家骑行，本来这段路就拥挤，有安全隐患，建议大家还是乘坐公共交通，通票30元路上随便坐   		   ",5,0, , , 
曼日弥,2023-10-2821:22,"一上午走了10km
我好厉害
钟山景区还是蛮大的
五点出发两点结束
哈哈哈哈",4.5,0, , , 
陈吧啦,2023-10-2818:33," 南京梧桐大道??慵懒散漫感觉 钟山风景区是无敌爆炸的大 梧桐大道也是无敌爆炸飞天美 梧桐大道是免费的 钟山风景区里边其他板块是需要门票的 按需选择即可 上山不建议走路 建议乘坐DD因为距离比较远 或者观光车走路腿会废掉 不要刚到路口就拍往前面走里边人少随便拍 不要大中午大太阳来很热噢   		   ",4.5,12, , , 
Daniel_Johannes_zou,2023-10-2816:50,我這幾天全程走在了鍾山風景區範圍內,5,0, , , 
方儿_7234,2023-10-2722:42,风景区很大，包括很多著名的景点，即便是不去景点，仅在这儿种满梧桐树的大道上走走也是一个不错的选择。,4.5,2, , , 
小小花包子,2023-10-2722:10," 买了钟山风景区的套票，基本主要景点都包括在内了，除了中山陵免票需要另外预约一下，景点与景点之间离得都挺远的，景区里虽然说有观光车，但是黑车也挺多的，甚至还有电瓶车，感觉不太安全，不过几个景点都很有看头，好评是给景点的！   		   ",5,0, , , 
爱吃蔬菜的大丽水手,2023-10-2716:56," 这次来南京旅游，就是冲着钟山风景区的梧桐大道和音乐台来的，超预期的好！！！ 首先是交通很便利，地铁??直达门口，下了地铁出来可以在门口坐观光车，我们选择了步行拍照片，巨出片，听说等十一月底的时候，树叶??全黄了，会更好看，有秋天的气息。 整条路上行人基本都是拍照的，车辆来来往往，这种感觉让人很舒服，空气也很不错，景色更别说了！   		   ",5,0, , , 
荷花池上,2023-10-2713:01,最美梧桐大道，已多次来南京，每次过来必来！,5,0, , , 
彬彬有礼,2023-10-2712:32,陵园路梧桐大道很漂亮，秋天打卡最佳！,5,0, , , 
在凌云岩滑翔的雪花酥,2023-10-2711:21,梧桐大道真的很漂亮，很羡慕美龄小姐的一句喜欢梧桐了，就把梧桐种满南京城,5,0, , , 
匿名用户,2023-10-2711:11," 南京的秋天真的超级好看，钟山风景区超级大，去了梧桐大道，音乐台，中山陵。最近的周末天气还都很好，就是南京太火热了，人巨巨巨多，我们去的时候还是初秋，叶子还基本上是绿色。想看南京的深秋！好爱南京！爱在南京散步的感觉！   		   ",5,0, , , 
匿名用户,2023-10-2620:46," 风景很好看，景区干净整洁，给人感觉很舒服 中山陵和音乐台外面有霸王茶姬，店里扫码有自己的优惠，和团购价格相差不大 灵谷寺斋堂如果去得早还能吃到米饭，味道都很好 景区观光车挺方便的，但是！！有的线是不开的，和售票处的路线图不完全一样，买票前建议问清楚   		   ",4,0, , , 
LH541774K,2023-10-2619:24,景区很大，不坐班车根本走不动，环境不错。,4.5,0, , , 
乐乐方方,2023-10-2617:28," 交通：喜欢走路的无所谓，但天热或腿脚不方便的估计不适合游玩，景区的班车班次比较少，要等蛮久的，而且等车的地方没有休息的地方，要走的路和台阶比较多。 风景：非常推荐，一路上去的梧桐大道就很美。估计秋天会更好看。 夏天去的最好带着雨伞，天气变化挺大，我们带的伞比较小，被淋成落汤鸡。幸亏包里带了换洗衣服。记得提前公众号预约，带好身份证。   		   ",4,0, , , 
瑶瑶,2023-10-2612:49,"不知道这个小公园具体叫什么名字，我是跟着健身老年人从燕雀湖马路对面的小路下去的。
感觉无意间找到了玩水的地方，秋天的水流不怎么充沛了。来年夏天丰水期带孩子去玩水吧。",3.5,0, , , 
yujiyamao,2023-10-2521:42," 国民政府主席官邸始建于1931年，原为国民政府主席的寓所，后改作中山陵谒陵的高级官员休息室。1946年国民政府还都南京后，蒋介石与宋美龄常在此下榻礼拜、休息，故被称为“美龄宫”，蒋介石曾多次在此接待外国贵宾。里面有宋美龄日常用车，还有大宴会厅，一个男人对妻子的宠爱，代表于此，不负往生了   		   ",4.5,1, , , 
匿名用户,2023-10-2520:33," 超级出片的，都不用滤镜和修图，景区也不算特别大两个小时就逛完了，早上6：30之前进去可以省门票，就是可以去了没看到鹿鹿们，因为施工??吧！长生鹿苑8：30开门，可以逛完再去时间刚刚好，一大早进去发现好多大爷大妈自带早餐，好机智！   		   ",5,0, , , 
whl0112,2023-10-2513:23," 地方大，里面有坐车可以几个地方去。国庆出游，人多，可以理解，地方大铺的开。也不拥挤。里面小火车，短驳车都有，排个小队就行。30元，10元都可以坐。但是下山的公交??车，你们取消的，能不能公众号上说一下。下山要走2-3公里。走30小时，可以。公交车你取消。那出租车为什么可以上山？？里面的共享单车，都不给用。??????体验感太差了。   		   ",3.5,0, , , 
在爱琴海发呆的短尾猫,2023-10-2512:46,来南京当然要去中山陵啦，直接买套票，钟山风景区的景点都值得去,5,0, , , 
二饼,2023-10-2417:55,不愧是南京代表性景区，集合了美龄宫、明孝陵、中山陵、紫金山、灵谷、音乐台、梅花山、梧桐大道，拍照极为出片。自然景观和人文遗址都集聚特色，来南京一定要打卡。,5,0, , , 
rainhwang,2023-10-2322:25,秋天的钟山是挺舒服的，景区太多太大，不要企图一天走完，选2个慢逛会比较好。,4.5,0, , , 
给我一笼虾饺,2023-10-2320:33," 很包容的一个景区，遇到很多有趣的人和事。感觉大家心态平和，游景区很自在。早上6:30进景区，在大人流来之前，游完了所有景点，十点左右就可以撤退了。感觉明孝陵不错，早上6:30前进立省70，但一定要走过四方城还有一个检票口再停下来，就是看到石象路再停下来玩。灵谷塔不错（一定要爬到顶哦），美龄宫没啥看的，音乐台鸽子9点才上班，鸽子食物5元/包。小电驴10元/位，但下坡不建议比较危险，景区观光车很便宜，态度很好，分开买票很自由。景区到处可以扫码买票不需要排队。总体风水很好的一个景区吧，遮天蔽日的梧桐树，又在各个中轴线露出被太阳照得金灿灿的建筑，真的很神奇。早上很冷多穿点。   		   ",4,0, , , 
全能,"2023-10-23
??更新于2023-10-2516:28","1、灵谷寺与灵谷塔
坐二号线到钟林街下骑单车到灵谷景区门口用时15分钟（会收取调度费但可以答题免）
灵谷寺可以去看玄奘院地下一层的舍利
灵谷塔可以爬到顶层看风景",4.5,0, , , 
我的人生态度,2023-10-2312:05,来南京必打卡地，仔细遛需要遛一天的地方，看看鸽子，美龄宫。,5,0, , , 
田田园园,2023-10-2310:57," 一天游览了明孝陵-美龄宫-中山陵-音乐台四个景点，累是真的累，走了两万七千步。 建议去之前还是看一下攻略，规划好行程，避免走回头路。 总的来说还是挺值得一去的，有历史底蕴也有自然风光，会是很充实的一天哈哈哈   		   ",4,0, , , 
