用户名,时间,内容,星级,是否有图片
M37****405,2023-09-28 发布点评,挺好的 值得来 很震撼 东门西门都可以的 摆渡车也没多远的路程 门口也可以打车 上山下山有滚梯 很方便的 南京必游景点之一,5,是
_M18****1345,2023-08-25 发布点评,很壮观，大榴莲让人眼前一亮很震撼，场馆内很大带着一种信仰膜拜了一下,5,是
匿名用户,2023-08-05 发布点评,"“所念皆所愿
  所求皆所得”
山是牛??首山??
城是南京城……
投资40亿打造的“榴梿”宫殿
全世界唯一的佛顶骨舍利，
就在这里……??
的确震撼到我了…
带上父母，身临其境
感受—-相机??拍不出的大片",5,是
匿名用户,2023-07-27 发布点评,还不错，我们去的早，人不是特别多，地宫的确很震撼，也很凉快????,5,是
Arie1,2023-07-12 发布点评,耗资40亿建成的佛顶宫，内部装饰奢华精致，值得一看，但是天气太热啦，建筑又在山顶，爬起来比较吃力，从西门进东门出是比较合适的线路，记得做景区观光车,1,是
世纪末的骑士,2023-11-03 发布点评,几十个亿没白花，值得票价,5,是
_WeCh****921961,2023-10-24 发布点评,一瓶脉动9块，一瓶水5块,5,是
自_渡,2023-10-11 发布点评,太震撼了 风景非常美 地宫非常宏伟壮观 值得去 南京必游之地 设施设备完善,5,是
匿名用户,2023-10-09 发布点评,雄伟壮观，非常值得一去！,5,是
300****468,2023-09-02 发布点评,这个地方还是很好的，是佛教文化的瑰宝，顶级的存在。值得去看一下。,5,是
182****8480,2023-08-29 发布点评,牛首山文化旅游区，真的很不错值得来看看，自驾的朋友们一定要早去！,5,是
萌萌滴妈咪,2023-08-07 发布点评,五一出行人巨多，但是牛首山不虚此行，地宫里面美轮美奂，叹为观止！,5,是
猫先生在家中,2023-05-04 发布点评,牛首山位于南京市江宁区，是金陵四大名胜之一。牛首山风景宜人，山川大美融于烟岚，文化大美集于天阙，圣域大美汇于舍利，推荐游玩。,5,是
M18****826,2023-11-01 发布点评,值得一去，风景比较好，,5,是
M22****3877,2023-10-12 发布点评,很震撼，精美，交通方便,5,是
胖头菲,2023-07-20 发布点评,建议直接坐车上山，太热了！要是秋高气爽的天气可以爬到佛顶宫，七月份南京真的超热??坐车的人派对排的太长，放屁了，后悔啊！虽说有地上一层地下五层，但是实际可看的只有地上一层很地下一层。,5,是
_WeCh****847063,2023-07-19 发布点评,风景优美，犹如仙境。是一次涤荡心灵之旅。让我印象深刻是法融大师和十牛图。里面交通便利，有直达客车，10元一人，还有自动扶梯上山。最震撼的是佛顶宫，里面的卧佛真的是美轮美奂，犹如天国。,5,是
男人四十000001,2023-11-05 发布点评,跟很惊艳，还会再来。,5,是
匿名用户,2023-10-31 发布点评,佛顶宫真的是金碧辉煌,5,是
M37****7110,2023-10-30 发布点评,很不错。下次继续 光顾,5,是
小静1124,2023-08-13 发布点评,就在家门口，现在旅游的人太多了，景色优美，爬爬山还是挺好的。,1,是
May  缘润   ?? ??,2023-07-21 发布点评,外观宏伟大气，内部设计的精美绝伦，配套设施人性化，自驾停车在地下停车场，从东门进入扶梯直达售票大厅，非常方便！购票后走几十步台阶就可以排队坐观光车！做观光车是明智之举，因为到了佛顶宫，有太多路需要双腿配合了！,5,是
M58****937,2023-07-04 发布点评,"空气很好，环境没进入牛首山之前我们都认为只是个景区，进入宫内看到用40亿打造的精美绝伦、气势磅礴的佛顶宫真让人瞠目结舌！最引人注目的是中间巨大莲花上卧躺着释迦牟尼佛像，还有四周墙壁上的精美的设计也是令人叹服！
很大气",5,是
_WeCh****94780,2023-11-06 发布点评,首先要说一下服务，进门检票这个女的态度实在太差了，我们七个人有一个是澳门的在网上订了票不知道要兑票的，进门不给进说要兑票问她到那里兑怎样兑都不理我们只是用手指了一下，看也不看我们,5,是
男人四十000001,2023-11-05 发布点评,很好，适合拍照打卡,5,是
Sophie- crystal,2023-10-06 发布点评,里面还是非常壮观的,5,是
青森,2023-09-19 发布点评,南京最值的游览的地方。不管有没有佛教信仰，来南京都值得一看,5,是
136****6720,2023-09-09 发布点评,去南京一定要安排牛首山，现场看到的感觉比图片要震撼许多～携程订票很方便，选好日期时间段下单即可，学生票也可以线上购买，到景区直接扫码入园～,5,是
M57****3645,2023-08-24 发布点评,来南京一定要去牛首山文化旅游区看下看，真的震撼！值得一去！,5,是
_WeCh****43142,2023-08-16 发布点评,好多人啊啊  东门进上大巴得买来回票，里面还是很震撼的 值得一看,5,是
宝贝程程905,2023-06-25 发布点评,景区门票100元，距离城区不算太远，总体来说很满意，以前的废弃矿坑修建的，据说总耗资40亿元，里边供奉佛祖舍利，大殿富丽堂皇，美轮美奂。时间宽裕值得一看，坐景区交通半天就能逛完。,5,是
M59****763,2023-05-15 发布点评,很不错的旅游景点 这次去南京专门去的这个地方 人很多 但是环境优美 给人感觉都很舒服 这次是跟朋友一起的 从苏州来到南京 吃了很多地方 玩了很多地方 给我最好的感觉就是牛首山 在上面拍了很多照片 嘿嘿,5,是
景景景景景色分明_,2023-10-16 发布点评,大榴莲狠震撼哦！,5,是
M52****1591,2023-10-15 发布点评,一大早赶过去，兴致勃勃，不负所望，景色宜人，风景秀丽，佛光宝鼎，玩的很开心，整个状态，张弛有度，非常不错，体验感非常美好，以后还会去的。,5,是
礽宝儿,2023-10-11 发布点评,这个景点非常值得去。今年我们特地选择了错峰前往。由于游客比较少，加上天气温和，所以整个体验比较舒服！加上景色宜人，因此，我推荐大家来玩！,5,是
艳飞00840131,2023-10-05 发布点评,值得去，五星好评,5,是
南宫贝贝,2023-10-04 发布点评,秋日遛弯好去处！,5,是
jiangguode,2023-09-14 发布点评,感觉相当不错，带孩子一起去的，孩子也看的特别认真，一个一个的挨着看，感觉孩子收获了不少，孩子今年初三了，希望孩子明年能考一个理想的高中。,5,是
jiangguode,2023-09-14 发布点评,感觉相当不错，带孩子一起去的，孩子也看的特别认真，一个一个的挨着看，感觉孩子收获了不少，孩子今年初三了，希望孩子明年能考一个理想的高中。,5,是
M25****391,2023-06-02 发布点评,拍照有很多点很绝还有电梯蛮方便 就是最好开车去 门口出来那些司机拉客 不要做哈哈哈哈 带点水啥的进去 里面就是刺客啊  还遇到一个贼漂亮的小姐姐哈哈哈好酷如若冒犯请联系我嘎嘎嘎哈太漂亮那身材,5,是
Cherry官官,2023-06-02 发布点评,南京 再来一次的新体验，牛首山真的是女孩子拍照出片的绝佳去处。再随着电梯一层一层下到地宫，静心礼佛，感叹世间万物归于佛法的奇妙之处，敬畏神灵之感油然而生，无他信仰，只求平安喜乐。,5,是
M32****1646,2023-11-06 发布点评,周末约几位朋友来南京游玩，朋友介绍来参观，人员适中，网上预约，风景如画，规模震撼，服务热情，全程公交，不耗体力，老幼皆宜，适合全家游。,5,是
_WeCh****10037,2023-10-31 发布点评,挺好哒值得一去,5,是
立早zyz,2023-10-14 发布点评,值得到此一游。,5,是
M33****0462,2023-10-05 发布点评,出片很多，很美,5,是
匿名用户,2023-09-30 发布点评,很壮观，很震撼,5,是
M92****74,2023-09-30 发布点评,非常值得来看看,5,是
m66****28,2023-08-24 发布点评,景色宜人，建筑设计极富想象力，场景非常震撼，不虚此行～,5,是
kimlexi,2023-08-03 发布点评,壮观，值得一去,5,是
匿名用户,2023-11-01 发布点评,牛首山真的很漂亮，在坐高铁去南京的路上就看到了一个大榴莲壳哈哈哈哈，我们所有去南京玩的朋友，都去打卡了牛首山，牛首山真的是打卡必备耶,5,是
M11****430,2023-10-25 发布点评,太震撼了，美,5,是
first and the last,2023-07-16 发布点评,整体来说还是可以的，去牛首山交通不能直接到检票口，要走路或者坐私人小摩托，不太好。景区比较大，比较费腿，坐车要等好久，感觉等的时间比走路时间还长。景色还是很好的，值得一去。,5,是
橘子没坏,2023-06-12 发布点评,震撼的地方，景色很美，里面真是气势恢宏，首次来南京选择了这里，就是时间有点紧，没来得及慢慢欣赏美丽，有机会再次来深度游览，好好看个遍,5,是
爱米AM,2023-10-14 发布点评,70岁以上老人携程上预约时间，免费凭身份证入园还是很方便的。乘景交车后有扶梯可乘，但有2段需走不少台阶，对80岁以上老人有点吃力。,5,是
202****912,2023-10-08 发布点评,门票太贵！,5,是
匿名用户,2023-10-05 发布点评,牛山山，不愧是世界第一名山，非常值得去，特别是有国外特色佛教，让人心旷神怡，就相当当场入佛，远离这凡尘，多多来参观人生价值观就不同,5,是
昊昊无敌,2023-10-29 发布点评,人很多，里面更像一个自然环境区，可以乘坐大巴直达山顶，在山顶上很多地方拍照简直是绝绝子，非常适合拍很美的照片，但是要穿的仙一点～,5,是
Gravin哼嘟,2023-08-03 发布点评,非常震撼，40亿打造的佛教宫殿，令人感到非常震惊,5,是
丸子肉包,2023-07-27 发布点评,很不错的地方，人太多了还赶上雨了，不过很棒的，大家从西门进去很近，不用走太远，东门太远了，里面的车排队的太多了，根本没心情排队，,5,是
丸子肉包,2023-07-27 发布点评,很不错的地方，人太多了还赶上雨了，不过很棒的，大家从西门进去很近，不用走太远，东门太远了，里面的车排队的太多了，根本没心情排队，,5,是
110****771,2023-11-08 发布点评,经典的旅游景区，值得每一位朋友去参观，多了解历史，解读历史。我们中国的文化博大精深，值得让我们更多人去探索，去品读，收获很大。,5,是
匿名用户,2023-11-01 发布点评,学生票还是比正常成人票优惠很多的，所以大学生们快快出去玩吧！！去哪里都有优惠哈哈哈哈哈哈哈，牛首山人超多的，但是值得去哎必须去,5,是
匿名用户,2023-11-01 发布点评,夏天去好热哦，但是非常美呀，电梯上山哈哈哈哈哈哈哈，大巴车的空调也舒服死了，推荐去玩，拍美美的照片！！景区里的杨梅汁也好喝哎！,5,是
M92****76,2023-10-05 发布点评,牛首山还不错，风景可以，可以推荐去玩一玩，一定要记得带水，要不然上面没有什么水可以倒上，上面的水卖的也挺贵的，自己带水便宜多了,5,是
