用户名,时间,内容,星级,点赞,,,
我就是皱吧,2023-11-0620:17," 旅游当然就是要逛博物馆的！超级大！来的有点晚还有两个馆没参观完就到了关门时间正好留给了下次在来的机会！一进门就从恐龙时代一点点看到人类的起源和发展真的是好棒！人类真的是太伟大了从石器时代到现在精美的刺绣瓷器！下次再来重新参观一遍把没有看到的馆一一观看！等我   		   ",5,0, , , 
泡芙,2023-11-0618:16," 来南京旅游必打卡博物馆是热门景区需要提前预约外观很气派比北京的更胜一筹来参观的人很多里面的宝贝真不少也很有特色很喜欢明国馆的风格用了点心思进去后有点像在拍电影特别适合拍照留念卖的米糕也超级好吃当然也少不了糯叽叽哈推荐推荐！   		   ",5,0, , , 
别偷看我喔,2023-11-0612:03," 来南京怎么能不来南京博物院呢但是我是个半吊子历史不是很好过来只能感受一下氛围 来的时候是2月份还有点点冷馆内空调开得很足馆内很大很多人慕名来盖章什么的本来我也想盖章奈何人太多了放弃啦～随便盖两个也当盖过啦   		   ",5,0, , , 
小小老计,2023-11-0611:18," 人生必须要来的一座博物院，来前记得提前预约和带身份证，工作日都是非常多的人。这回去看到了镇院之宝——金兽，金光灿灿太漂亮了。人气最高的就是民国馆，里边基本都是商业，不过整体氛围还是做的很到位，咖啡，香氛喜欢的可以消费一下。   		   ",5,0, , , 
XNN_1112,2023-11-0609:37," 很早就听说了南京博物院，每次来都没时间去～刚好乘着这个机会和楠楠，楠妈一起参观。不愧是博物院，真的超级大，历史馆、艺术馆、特展馆、民国馆都非常的有意思，历史馆有六个展厅、从古代到现代，不禁感叹古人的智慧。民国馆尤其体验感极佳，仿佛走在了民国的街道，路上还可以看到很多穿着汉服的小姐姐们，非常漂亮   		   ",5,0, , , 
XY,2023-11-0608:21," 免费需要提前预约，可以在微信公众号提前俩小时预约，里面有很多馆场，可以先参观历史馆和民国馆，拍照也很出片，喜欢拍照的小伙伴的福利！ 还有艺术馆，展示馆藏精品、特展馆，展示国内外展览和馆藏珍品、还有非遗馆和数字馆。   		   ",4.5,0, , , 
南国夏,2023-11-0601:09," 南京博物院，是一家集收藏、保护、研究、展示于一体的国家级博物馆，位于南京市中山陵风景区内。最近我有幸来到这里，在这里度过了一个愉快的下午，领略到了中国古代文化的博大精深。  进入南京博物院，首先映入眼帘的是宏伟壮观的建筑和广阔的院落。整个博物馆分为多个展馆，包括青铜器馆、玉器馆、瓷器馆、书画馆等，展览品种繁多，涵盖了中国几千年的文化历史。  在南京博物院参观展览不仅可以欣赏到古代文物的精美与高超的工艺水平，还可以了解到许多历史文化背后的故事。比如，在玉器馆中，我看到了许多千姿百态的玉器，其中有一件“南海神庙”玉琮让我印象深刻，它造型独特，图案繁复，寓意丰富，表现了古人对自然和神话的膜拜之情。而在书画馆中，则是展示了许多名家的书画作品，包括张大千、吴昌硕等著名书画家的作品，从中感受到中国文化的博大精深。  除此之外，南京博物院还注重互动性体验，在展览中设置了许多互动环节，比如制作陶器、写毛笔字等，让参观者可以更加深入地了解古代文物和文化。  总之，南京博物院是一家非常值得一去的博物馆。这里不仅有丰富多彩的展览和文物，还承载了中国几千年的文化遗产和历史记忆。如果你想要更深入地了解中国文化，那么来南京博物院参观一定是一个不错的选择。   		   ",5,0, , , 
韓大大_661,2023-11-0600:32,"南京博物院里面有戏曲演出真的不错！
最有特色的是民国个，仿佛来到民国。",4.5,0, , , 
干饭精英,2023-11-0521:57," 来南京必玩！！来一个城市就是要看这个城市的博物馆，南京博物馆记得提前进行预约，最近太火了，不预约根本进不去 里面有好几个厅，比较让人印象深刻的就是下面的民国一条街，里面的店也是满符合民国特色的，而且也不贵，来了都试试   		   ",5,0, , , 
刘颖what,2023-11-0520:21," 乌央乌央都是人，跟赶集一样，来太晚了看展也跟赶集一样，实话实说体验感一般，有些杂乱，民国馆蛮有特色的，最后一秒看到镇院金兽，看完门就关了，还算幸运，天气不太好，希望还有悠闲过来走一趟的机会 交通：2号线很方便，门口一大段梧桐秋景   		   ",4,0, , , 
吃葡萄不吐皮,2023-11-0520:09," 国庆节带着小朋友来这里玩。很难预约，公众号蹲点蹲了很久才抢到国庆节的票。半天在这里逛。虽然很出名，但是个人感觉比较空旷。地址面积很大，三个展馆没有什么地标，容易走错路。而且很多管还是关闭中。有点失望。没有上海博物馆好。   		   ",3,0, , , 
zzmike,2023-11-0519:53," 不愧是全国三大博物院之一……有很多展馆，最核心的就是历史馆，有6个大展厅，把各个时间段的南京都介绍了一遍。 特展馆是一些单独的展厅，比如佛像展厅。 艺术馆基本都是字画绣品，还有第三方的展厅，比如雕刻。 数字馆是一些电子化的展览，还有一些互动的触屏游戏。 民国馆是一条仿民国风的街道，很适合拍照。 非遗馆因为疫情，剧场之类的没开，只有一个小茶馆。 有一个专门的“镇馆之宝”展厅，摆放的明釉里红岁寒三友纹梅瓶，其他的一些很??的展品例如超大的郢爰、青瓷神兽尊都是在历史馆里。至于《坤舆万国全图》之类的貌似想都不用想……   		   ",5,0, , , 
雾漫了爱意,2023-11-0519:33," 国庆之后的这个周末很适合去南京玩哦，因为大部分的人都要上学和上班，啥都不用怎么排队。这一天天气也很美好，晴空万里，温度适宜。买到了小粉炉，但是没有看到真品，还是有点遗憾的。在文创店买了一本盖章本，南博的章都盖到了。   		   ",4.5,1, , , 
她的坏脾气420,2023-11-0518:57," 南京博物馆真的是非常值得推荐去的地方！里面珍藏的陶器、玉器、青铜器、墨宝都值得人细细寻味，很喜欢民国馆的风格，仿佛穿越到了民国时期！场馆比较大，如果仔细欣赏，可能要花一上午时间！也有很多网红打卡地点！拍照打卡加上仔细欣赏估计还得再去一次！场馆配备讲解，可以扫码。   		   ",5,0, , , 
不落的太阳_4352,2023-11-0518:56," 南京博物院位于江苏省南京市玄武区中 山东路321号，是中国三大博物馆之一 ，简称南院或南博，其前身是民国二十二年（1933年）蔡元培等倡建的国立 中央博物院，是中国创建最早的博物馆、中国第一座由国家投资兴建的大型综合类博物馆121。现为大型综合性的国家级博物馆！ 里面各种文物应有尽有！最好玩的是历史馆和特展馆！ 可以租一个讲解器就更完美了！   		   ",5,0, , , 
袋袋猪,2023-11-0518:33," 全国三大博物院之南京博物院当然要好好参观一下啦！正门进入就给人带来震慑，这是我们不要门票就可以进的吗？里面分了四个馆吧（因为没逛全）民国馆跟珍宝馆是非常值得慢慢了解的 民国馆拍照打卡比较合适，民国的建筑群体，商业，银行，邮局，火车站都有 珍宝馆里的稀世珍宝让人窒息，古代的智慧真的难以想象，在那样不够先进的世界工艺流程如此复杂，做工精细，能人巧匠如此优秀，就是放到现在也不一定能做到吧   		   ",5,0, , , 
粉菠萝,2023-11-0518:33,"微信小程序搜“南京博物院”
先填写预约人身份证信息，再预约
如果想要的日期没有了，不要着急，当天早上9：10分前后还会二次放票，从9点开始刷，过几分钟就会放一波票，会抢到哒",4.5,0, , , 
xiaoman330,2023-11-0517:27," 第一，预约难，也不知怎么会那么多人，乌压压的，也许是马上90周年庆吧。第二，文创产品没有莫里斯冰箱贴，不开心，不过莫里斯其他文创（杯子，胶带，包等）都打7折，而且苏天赐及陈之佛的文创产品只能在民国馆上面的那个店购买，其他文创店没货呢。另外，文创产品建议学其他博物馆，可以网购哈，这也是宣传路径之一呢！   		   ",5,0, , , 
匿名用户,2023-11-0517:03," 南京博物院是中国三大博物院之一，它的规模仅次于北京故宫博物院和台北故宫博物院。我觉得非常的好玩，里面有很多的馆，有民国馆，有古代馆，还有艺术馆，很多好几个馆。找这个镇馆之宝真的是找了好久，玩了一下午都没有全部逛完下次还想去。   		   ",5,0, , , 
Im_nobody,2023-11-0515:11," 人人人太多了但是比起陕西博物馆这种拥挤还是可以接受，大概90周年庆吧，体验感还可以一个个馆看看没有跟讲解，五楼有东西吃咖啡和简餐都还不错，小粉炉蛋糕也好吃价格不便宜。  朋友说你看南京博物院故宫博物院，其他地方都是博物馆，是为什么？这个把我难住了，大家可以百度一下，因为其实官方也没有给明确特定的解释。  最喜欢竹林七贤的砖画，青釉神兽还有西汉金兽，朋友说拍得封神了。哈哈哈哈哈   		   ",4,0, , , 
金雅妍。,2023-11-0514:55," 南京还有比这出片的博物馆吗?中式美学YYDS 虽然定都南京的朝代不止六朝，但是南京“六朝都会”的名号流传至今。“六朝旧事随流水，但寒烟衰草凝绿”作为全面展示六朝文物的专题博物馆，在南京除了南京博物院，小众的六朝博物馆同样值得一去。  亮点特色 博物馆在六朝建康城的遗址上建成的，由著名建筑大师贝聿铭之子贝建中先生带队设计，“让光线来做设计”的贝氏建筑元素随处可见。此外博物馆本身的布展也赏心悦目，中式古典的写意风情与现代建筑奇妙地融合在一起。   		   ",5,0, , , 
Happinessshely,"2023-11-05
??更新于2023-11-0606:48"," 中国的三大博物馆之一，藏品占全国第二，仅次于故宫博物院！博物以明志，听历以展见识，到各地总喜欢去看看博物馆去参观学习?? 交通??：地铁2号线明故宫站1口口出站，随着人流步行几百米即可到达！ 展览亮点：里面有六个展馆，推荐浏览路线：历史观??特展馆??民国馆??数字馆??艺术馆??非遗馆！如果带着孩子，一天下来会比较累，可以择取感兴趣的2-3个展馆看半天！建议前三个馆先看哦…… 公众号（南京博物院）提前预约，刷身份证就可入馆！ tips：1??感应讲解器进门之后先租一个，20/台先到先得，分为好几个版本！我们租的儿童版本，自己的知识范围有限，有他帮忙给孩子讲解并跟着一同学习极有必要啊！2??要集章的朋友记得自己带好小本本！  一个下午看过来，孩子全程兴致满满，同时也收获了不少东西！累并快乐着推荐指数??????????   		   ",5,0, , , 
